topic,alpha,word,weight
45,0.3333333333333333,下,258
46,0.3333333333333333,雪,2509
46,0.3333333333333333,寒,1723
46,0.3333333333333333,霜,873
46,0.3333333333333333,冰,825
46,0.3333333333333333,風,571
46,0.3333333333333333,氣,423
46,0.3333333333333333,冬,414
46,0.3333333333333333,歲,367
46,0.3333333333333333,梅,357
46,0.3333333333333333,暖,322
46,0.3333333333333333,凍,306
46,0.3333333333333333,積,299
46,0.3333333333333333,春,274
46,0.3333333333333333,早,270
46,0.3333333333333333,臘,259
46,0.3333333333333333,陰,253
46,0.3333333333333333,和,239
46,0.3333333333333333,冷,229
46,0.3333333333333333,候,220
46,0.3333333333333333,嚴,211
47,0.3333333333333333,未,900
47,0.3333333333333333,後,850
47,0.3333333333333333,先,802
47,0.3333333333333333,應,798
47,0.3333333333333333,欲,674
47,0.3333333333333333,更,674
47,0.3333333333333333,前,611
47,0.3333333333333333,來,605
47,0.3333333333333333,猶,533
47,0.3333333333333333,得,506
47,0.3333333333333333,從,417
47,0.3333333333333333,因,345
47,0.3333333333333333,便,343
47,0.3333333333333333,成,338
47,0.3333333333333333,早,315
47,0.3333333333333333,入,309
47,0.3333333333333333,待,306
47,0.3333333333333333,暫,305
47,0.3333333333333333,學,295
47,0.3333333333333333,將,286
48,0.3333333333333333,舟,1680
48,0.3333333333333333,流,1301
48,0.3333333333333333,水,1300
48,0.3333333333333333,江,926
48,0.3333333333333333,波,570
48,0.3333333333333333,孤,523
48,0.3333333333333333,遠,474
48,0.3333333333333333,岸,465
48,0.3333333333333333,湖,422
48,0.3333333333333333,泛,399
48,0.3333333333333333,乘,346
48,0.3333333333333333,潺,345
48,0.3333333333333333,渺,337
48,0.3333333333333333,煙,317
48,0.3333333333333333,上,270
48,0.3333333333333333,浪,266
48,0.3333333333333333,扁,244
48,0.3333333333333333,泊,238
48,0.3333333333333333,隨,223
48,0.3333333333333333,沙,223
49,0.3333333333333333,未,1241
49,0.3333333333333333,已,1101
49,0.3333333333333333,猶,849
49,0.3333333333333333,恩,599
49,0.3333333333333333,朝,485
49,0.3333333333333333,雖,473
49,0.3333333333333333,報,457
49,0.3333333333333333,慚,457
49,0.3333333333333333,在,450
49,0.3333333333333333,先,395
49,0.3333333333333333,尚,377
49,0.3333333333333333,終,372
49,0.3333333333333333,時,355
49,0.3333333333333333,愧,326
49,0.3333333333333333,同,291
49,0.3333333333333333,仍,287
49,0.3333333333333333,方,286
49,0.3333333333333333,敢,273
49,0.3333333333333333,喜,270
49,0.3333333333333333,期,268
50,0.3333333333333333,花,3230
50,0.3333333333333333,春,1691
50,0.3333333333333333,桃,1602
50,0.3333333333333333,紅,834
50,0.3333333333333333,落,731
50,0.3333333333333333,李,691
50,0.3333333333333333,風,676
50,0.3333333333333333,園,492
50,0.3333333333333333,開,491
50,0.3333333333333333,枝,458
50,0.3333333333333333,樹,456
50,0.3333333333333333,發,450
50,0.3333333333333333,杏,358
50,0.3333333333333333,葉,322
50,0.3333333333333333,裏,270
50,0.3333333333333333,好,248
50,0.3333333333333333,滿,239
50,0.3333333333333333,看,229
50,0.3333333333333333,吹,212
50,0.3333333333333333,梨,210
51,0.3333333333333333,生,1666
51,0.3333333333333333,情,1293
51,0.3333333333333333,名,1227
51,0.3333333333333333,行,1029
51,0.3333333333333333,聲,924
51,0.3333333333333333,平,905
51,0.3333333333333333,輕,777
51,0.3333333333333333,明,737
51,0.3333333333333333,清,639
51,0.3333333333333333,成,635
51,0.3333333333333333,重,374
51,0.3333333333333333,橫,367
51,0.3333333333333333,營,346
51,0.3333333333333333,榮,320
51,0.3333333333333333,京,310
51,0.3333333333333333,程,289
51,0.3333333333333333,傾,280
51,0.3333333333333333,縱,242
51,0.3333333333333333,英,218
51,0.3333333333333333,姓,210
52,0.3333333333333333,龍,320
52,0.3333333333333333,如,305
52,0.3333333333333333,尾,234
52,0.3333333333333333,泥,231
52,0.3333333333333333,骨,227
52,0.3333333333333333,黑,214
52,0.3333333333333333,破,212
52,0.3333333333333333,足,206
52,0.3333333333333333,盤,200
52,0.3333333333333333,赤,188
52,0.3333333333333333,腥,186
52,0.3333333333333333,頭,179
52,0.3333333333333333,神,177
52,0.3333333333333333,雷,169
52,0.3333333333333333,蛇,163
52,0.3333333333333333,口,156
52,0.3333333333333333,狂,154
52,0.3333333333333333,鱗,152
52,0.3333333333333333,目,151
52,0.3333333333333333,顛,147
53,0.3333333333333333,虎,545
53,0.3333333333333333,壯,308
53,0.3333333333333333,劍,298
53,0.3333333333333333,士,249
53,0.3333333333333333,殺,241
53,0.3333333333333333,鬼,237
53,0.3333333333333333,血,237
53,0.3333333333333333,氣,231
53,0.3333333333333333,當,224
53,0.3333333333333333,狼,221
53,0.3333333333333333,兵,220
53,0.3333333333333333,猛,197
53,0.3333333333333333,爭,191
53,0.3333333333333333,奔,187
53,0.3333333333333333,敢,186
53,0.3333333333333333,橫,181
53,0.3333333333333333,死,180
53,0.3333333333333333,走,179
53,0.3333333333333333,兔,179
53,0.3333333333333333,擊,177
54,0.3333333333333333,清,1128
54,0.3333333333333333,涼,1004
54,0.3333333333333333,風,835
54,0.3333333333333333,雨,746
54,0.3333333333333333,秋,549
54,0.3333333333333333,夏,536
54,0.3333333333333333,暑,446
54,0.3333333333333333,氣,427
54,0.3333333333333333,竹,418
54,0.3333333333333333,陰,412
54,0.3333333333333333,景,411
54,0.3333333333333333,坐,376
54,0.3333333333333333,微,356
54,0.3333333333333333,靜,350
54,0.3333333333333333,晚,333
54,0.3333333333333333,炎,322
54,0.3333333333333333,露,270
54,0.3333333333333333,簟,244
54,0.3333333333333333,灑,228
54,0.3333333333333333,入,208
55,0.3333333333333333,今,1714
55,0.3333333333333333,朝,1284
55,0.3333333333333333,日,1158
55,0.3333333333333333,人,1143
55,0.3333333333333333,古,892
55,0.3333333333333333,不,882
55,0.3333333333333333,如,731
55,0.3333333333333333,此,718
55,0.3333333333333333,見,619
55,0.3333333333333333,一,584
55,0.3333333333333333,至,516
55,0.3333333333333333,知,468
55,0.3333333333333333,何,423
55,0.3333333333333333,從,387
55,0.3333333333333333,峨,387
55,0.3333333333333333,盡,362
55,0.3333333333333333,多,353
55,0.3333333333333333,作,297
55,0.3333333333333333,昨,296
55,0.3333333333333333,無,287
56,0.3333333333333333,白,2705
56,0.3333333333333333,青,2515
56,0.3333333333333333,山,1236
56,0.3333333333333333,雲,1204
56,0.3333333333333333,上,849
56,0.3333333333333333,黃,746
56,0.3333333333333333,人,672
56,0.3333333333333333,髮,612
56,0.3333333333333333,見,463
56,0.3333333333333333,長,441
56,0.3333333333333333,獨,401
56,0.3333333333333333,空,394
56,0.3333333333333333,中,390
56,0.3333333333333333,不,342
56,0.3333333333333333,生,321
56,0.3333333333333333,在,247
56,0.3333333333333333,相,239
56,0.3333333333333333,誰,233
56,0.3333333333333333,鶴,232
56,0.3333333333333333,雪,226
57,0.3333333333333333,別,1790
57,0.3333333333333333,離,1449
57,0.3333333333333333,情,1237
57,0.3333333333333333,恨,962
57,0.3333333333333333,愁,933
57,0.3333333333333333,思,894
57,0.3333333333333333,長,574
57,0.3333333333333333,多,537
57,0.3333333333333333,夢,495
57,0.3333333333333333,傷,444
57,0.3333333333333333,堪,420
57,0.3333333333333333,淚,401
57,0.3333333333333333,無,378
57,0.3333333333333333,相,354
57,0.3333333333333333,更,325
57,0.3333333333333333,難,292
57,0.3333333333333333,寄,273
57,0.3333333333333333,亂,261
57,0.3333333333333333,欲,249
57,0.3333333333333333,限,235
58,0.3333333333333333,無,976
58,0.3333333333333333,天,871
58,0.3333333333333333,轉,860
58,0.3333333333333333,長,857
58,0.3333333333333333,日,780
58,0.3333333333333333,盡,698
58,0.3333333333333333,漫,647
58,0.3333333333333333,欲,641
58,0.3333333333333333,地,484
58,0.3333333333333333,見,449
58,0.3333333333333333,隨,435
58,0.3333333333333333,近,412
58,0.3333333333333333,來,395
58,0.3333333333333333,遠,388
58,0.3333333333333333,逐,359
58,0.3333333333333333,宛,349
58,0.3333333333333333,從,348
58,0.3333333333333333,定,305
58,0.3333333333333333,空,265
58,0.3333333333333333,半,260
59,0.3333333333333333,重,1057
59,0.3333333333333333,秋,1015
59,0.3333333333333333,菊,690
59,0.3333333333333333,日,687
59,0.3333333333333333,高,665
59,0.3333333333333333,黃,653
59,0.3333333333333333,節,579
59,0.3333333333333333,風,427
59,0.3333333333333333,霜,424
59,0.3333333333333333,晚,412
59,0.3333333333333333,陽,397
59,0.3333333333333333,花,377
59,0.3333333333333333,落,364
59,0.3333333333333333,寒,347
59,0.3333333333333333,開,343
59,0.3333333333333333,共,328
59,0.3333333333333333,九,306
59,0.3333333333333333,葉,281
59,0.3333333333333333,酒,271
59,0.3333333333333333,滿,268
60,0.3333333333333333,道,1069
60,0.3333333333333333,世,696
60,0.3333333333333333,士,671
60,0.3333333333333333,隱,605
60,0.3333333333333333,何,525
60,0.3333333333333333,名,498
60,0.3333333333333333,從,467
60,0.3333333333333333,高,458
60,0.3333333333333333,事,420
60,0.3333333333333333,吾,399
60,0.3333333333333333,知,375
60,0.3333333333333333,居,343
60,0.3333333333333333,達,325
60,0.3333333333333333,跡,295
60,0.3333333333333333,子,281
60,0.3333333333333333,志,278
60,0.3333333333333333,在,274
60,0.3333333333333333,論,216
60,0.3333333333333333,臥,212
60,0.3333333333333333,遺,206
61,0.3333333333333333,山,2080
61,0.3333333333333333,間,1954
61,0.3333333333333333,還,1861
61,0.3333333333333333,閒,1487
61,0.3333333333333333,關,1416
61,0.3333333333333333,顏,609
61,0.3333333333333333,外,419
61,0.3333333333333333,雲,404
61,0.3333333333333333,攀,396
61,0.3333333333333333,人,358
61,0.3333333333333333,門,266
61,0.3333333333333333,出,266
61,0.3333333333333333,鳥,250
61,0.3333333333333333,上,239
61,0.3333333333333333,斑,236
61,0.3333333333333333,到,216
61,0.3333333333333333,對,206
61,0.3333333333333333,在,196
61,0.3333333333333333,閉,186
61,0.3333333333333333,事,184
62,0.3333333333333333,詩,2601
62,0.3333333333333333,吟,1354
62,0.3333333333333333,句,773
62,0.3333333333333333,新,613
62,0.3333333333333333,題,573
62,0.3333333333333333,字,476
62,0.3333333333333333,詠,438
62,0.3333333333333333,篇,404
62,0.3333333333333333,文,400
62,0.3333333333333333,名,368
62,0.3333333333333333,後,348
62,0.3333333333333333,章,339
62,0.3333333333333333,得,333
62,0.3333333333333333,賦,325
62,0.3333333333333333,應,315
62,0.3333333333333333,謝,294
62,0.3333333333333333,興,290
62,0.3333333333333333,寄,283
62,0.3333333333333333,多,272
62,0.3333333333333333,閒,253
63,0.3333333333333333,寂,1900
63,0.3333333333333333,空,1244
63,0.3333333333333333,寥,851
63,0.3333333333333333,無,822
63,0.3333333333333333,寞,623
63,0.3333333333333333,落,612
63,0.3333333333333333,心,560
63,0.3333333333333333,息,469
63,0.3333333333333333,思,452
63,0.3333333333333333,消,444
63,0.3333333333333333,獨,399
63,0.3333333333333333,自,395
63,0.3333333333333333,風,359
63,0.3333333333333333,月,344
63,0.3333333333333333,盡,308
63,0.3333333333333333,對,303
63,0.3333333333333333,深,285
63,0.3333333333333333,坐,276
63,0.3333333333333333,人,255
63,0.3333333333333333,久,232
64,0.3333333333333333,如,2264
64,0.3333333333333333,似,1663
64,0.3333333333333333,不,1606
64,0.3333333333333333,何,1057
64,0.3333333333333333,有,937
64,0.3333333333333333,時,910
64,0.3333333333333333,見,873
64,0.3333333333333333,來,712
64,0.3333333333333333,一,693
64,0.3333333333333333,得,600
64,0.3333333333333333,中,577
64,0.3333333333333333,無,505
64,0.3333333333333333,疑,385
64,0.3333333333333333,當,328
64,0.3333333333333333,猶,306
64,0.3333333333333333,今,286
64,0.3333333333333333,還,177
64,0.3333333333333333,成,157
64,0.3333333333333333,欲,156
64,0.3333333333333333,自,153
65,0.3333333333333333,無,660
65,0.3333333333333333,都,533
65,0.3333333333333333,夫,451
65,0.3333333333333333,殊,353
65,0.3333333333333333,大,352
65,0.3333333333333333,圖,344
65,0.3333333333333333,方,330
65,0.3333333333333333,隅,308
65,0.3333333333333333,途,268
65,0.3333333333333333,三,244
65,0.3333333333333333,地,240
65,0.3333333333333333,有,239
65,0.3333333333333333,俱,218
65,0.3333333333333333,湖,210
65,0.3333333333333333,須,209
65,0.3333333333333333,成,196
65,0.3333333333333333,平,195
65,0.3333333333333333,使,187
65,0.3333333333333333,徒,186
65,0.3333333333333333,區,183
66,0.3333333333333333,高,1173
66,0.3333333333333333,望,1086
66,0.3333333333333333,登,853
66,0.3333333333333333,臨,790
66,0.3333333333333333,遠,776
66,0.3333333333333333,山,707
66,0.3333333333333333,雲,693
66,0.3333333333333333,樓,627
66,0.3333333333333333,煙,613
66,0.3333333333333333,晴,523
66,0.3333333333333333,極,462
66,0.3333333333333333,景,444
66,0.3333333333333333,目,408
66,0.3333333333333333,亭,394
66,0.3333333333333333,樹,339
66,0.3333333333333333,川,339
66,0.3333333333333333,閣,330
66,0.3333333333333333,遙,310
66,0.3333333333333333,天,287
66,0.3333333333333333,迥,263
67,0.3333333333333333,子,952
67,0.3333333333333333,公,855
67,0.3333333333333333,王,814
67,0.3333333333333333,侯,437
67,0.3333333333333333,張,399
67,0.3333333333333333,梁,316
67,0.3333333333333333,魯,291
67,0.3333333333333333,劉,288
67,0.3333333333333333,諸,277
67,0.3333333333333333,二,256
67,0.3333333333333333,國,253
67,0.3333333333333333,李,243
67,0.3333333333333333,仲,225
67,0.3333333333333333,周,225
67,0.3333333333333333,陳,209
67,0.3333333333333333,安,204
67,0.3333333333333333,趙,197
67,0.3333333333333333,賢,197
67,0.3333333333333333,氏,192
67,0.3333333333333333,大,191
68,0.3333333333333333,夜,1867
68,0.3333333333333333,燈,1103
68,0.3333333333333333,月,895
68,0.3333333333333333,夢,876
68,0.3333333333333333,殘,722
68,0.3333333333333333,寒,587
68,0.3333333333333333,枕,545
68,0.3333333333333333,窗,523
68,0.3333333333333333,曉,445
68,0.3333333333333333,聲,431
68,0.3333333333333333,燭,422
68,0.3333333333333333,半,406
68,0.3333333333333333,漏,384
68,0.3333333333333333,暗,341
68,0.3333333333333333,宿,330
68,0.3333333333333333,更,327
68,0.3333333333333333,宵,305
68,0.3333333333333333,火,299
68,0.3333333333333333,眠,295
68,0.3333333333333333,雨,279
69,0.3333333333333333,遙,1783
69,0.3333333333333333,雲,1221
69,0.3333333333333333,山,1131
69,0.3333333333333333,路,850
69,0.3333333333333333,遠,616
69,0.3333333333333333,望,614
69,0.3333333333333333,青,613
69,0.3333333333333333,水,534
69,0.3333333333333333,去,524
69,0.3333333333333333,上,498
69,0.3333333333333333,日,451
69,0.3333333333333333,長,425
69,0.3333333333333333,連,410
69,0.3333333333333333,行,373
69,0.3333333333333333,獨,371
69,0.3333333333333333,孤,368
69,0.3333333333333333,白,349
69,0.3333333333333333,歸,317
69,0.3333333333333333,飛,310
69,0.3333333333333333,樹,270
70,0.3333333333333333,中,2242
70,0.3333333333333333,同,1684
70,0.3333333333333333,空,1168
70,0.3333333333333333,通,1062
70,0.3333333333333333,與,1057
70,0.3333333333333333,窮,878
70,0.3333333333333333,在,814
70,0.3333333333333333,誰,518
70,0.3333333333333333,翁,455
70,0.3333333333333333,外,453
70,0.3333333333333333,事,432
70,0.3333333333333333,無,423
70,0.3333333333333333,功,340
70,0.3333333333333333,叢,281
70,0.3333333333333333,知,259
70,0.3333333333333333,會,242
70,0.3333333333333333,心,241
70,0.3333333333333333,終,239
70,0.3333333333333333,異,230
70,0.3333333333333333,蓬,215
71,0.3333333333333333,回,1755
71,0.3333333333333333,首,1328
71,0.3333333333333333,白,939
71,0.3333333333333333,日,833
71,0.3333333333333333,一,655
71,0.3333333333333333,來,584
71,0.3333333333333333,上,553
71,0.3333333333333333,去,523
71,0.3333333333333333,幾,510
71,0.3333333333333333,風,469
71,0.3333333333333333,青,449
71,0.3333333333333333,逐,428
71,0.3333333333333333,見,415
71,0.3333333333333333,人,402
71,0.3333333333333333,隨,363
71,0.3333333333333333,客,359
71,0.3333333333333333,盡,341
71,0.3333333333333333,落,335
71,0.3333333333333333,不,312
71,0.3333333333333333,歸,302
72,0.3333333333333333,好,783
72,0.3333333333333333,偏,666
72,0.3333333333333333,宜,610
72,0.3333333333333333,愛,550
72,0.3333333333333333,共,525
72,0.3333333333333333,自,460
72,0.3333333333333333,最,448
72,0.3333333333333333,應,444
72,0.3333333333333333,近,439
72,0.3333333333333333,分,439
72,0.3333333333333333,時,426
72,0.3333333333333333,勝,412
72,0.3333333333333333,憐,403
72,0.3333333333333333,隨,393
72,0.3333333333333333,看,392
72,0.3333333333333333,客,360
72,0.3333333333333333,得,331
72,0.3333333333333333,從,280
72,0.3333333333333333,許,264
72,0.3333333333333333,棋,262
73,0.3333333333333333,竹,1461
73,0.3333333333333333,閒,574
73,0.3333333333333333,幽,533
73,0.3333333333333333,小,416
73,0.3333333333333333,茅,415
73,0.3333333333333333,林,413
73,0.3333333333333333,池,395
73,0.3333333333333333,居,391
73,0.3333333333333333,深,384
73,0.3333333333333333,徑,382
73,0.3333333333333333,窗,376
73,0.3333333333333333,靜,364
73,0.3333333333333333,庭,353
73,0.3333333333333333,門,341
73,0.3333333333333333,客,335
73,0.3333333333333333,戶,334
73,0.3333333333333333,屋,332
73,0.3333333333333333,院,309
73,0.3333333333333333,簷,267
73,0.3333333333333333,牆,263
74,0.3333333333333333,來,1540
74,0.3333333333333333,往,1500
74,0.3333333333333333,有,1188
74,0.3333333333333333,時,1044
74,0.3333333333333333,無,900
74,0.3333333333333333,事,794
74,0.3333333333333333,人,728
74,0.3333333333333333,自,717
74,0.3333333333333333,不,642
74,0.3333333333333333,獨,577
74,0.3333333333333333,何,538
74,0.3333333333333333,日,536
74,0.3333333333333333,復,521
74,0.3333333333333333,在,519
74,0.3333333333333333,長,485
74,0.3333333333333333,中,430
74,0.3333333333333333,此,409
74,0.3333333333333333,還,401
74,0.3333333333333333,當,359
74,0.3333333333333333,唯,241
75,0.3333333333333333,斷,2142
75,0.3333333333333333,愁,914
75,0.3333333333333333,腸,855
75,0.3333333333333333,夢,801
75,0.3333333333333333,淚,781
75,0.3333333333333333,魂,695
75,0.3333333333333333,夜,684
75,0.3333333333333333,聲,666
75,0.3333333333333333,月,612
75,0.3333333333333333,恨,530
75,0.3333333333333333,思,396
75,0.3333333333333333,啼,361
75,0.3333333333333333,絕,345
75,0.3333333333333333,空,339
75,0.3333333333333333,銷,255
75,0.3333333333333333,怨,248
75,0.3333333333333333,咽,245
75,0.3333333333333333,滴,241
75,0.3333333333333333,泣,230
75,0.3333333333333333,續,222
76,0.3333333333333333,不,1031
76,0.3333333333333333,一,908
76,0.3333333333333333,手,653
76,0.3333333333333333,人,597
76,0.3333333333333333,尺,535
76,0.3333333333333333,作,479
76,0.3333333333333333,如,445
76,0.3333333333333333,成,416
76,0.3333333333333333,欲,392
76,0.3333333333333333,得,385
76,0.3333333333333333,絲,373
76,0.3333333333333333,中,343
76,0.3333333333333333,裁,312
76,0.3333333333333333,上,306
76,0.3333333333333333,織,240
76,0.3333333333333333,刀,239
76,0.3333333333333333,將,237
76,0.3333333333333333,取,226
76,0.3333333333333333,持,219
76,0.3333333333333333,剪,200
77,0.3333333333333333,龍,1596
77,0.3333333333333333,天,927
77,0.3333333333333333,化,680
77,0.3333333333333333,氣,608
77,0.3333333333333333,神,577
77,0.3333333333333333,劍,445
77,0.3333333333333333,地,432
77,0.3333333333333333,海,424
77,0.3333333333333333,靈,416
77,0.3333333333333333,萬,366
77,0.3333333333333333,千,348
77,0.3333333333333333,象,334
77,0.3333333333333333,金,334
77,0.3333333333333333,三,303
77,0.3333333333333333,精,292
77,0.3333333333333333,騰,282
77,0.3333333333333333,變,271
77,0.3333333333333333,成,269
77,0.3333333333333333,造,262
77,0.3333333333333333,九,260
78,0.3333333333333333,香,1121
78,0.3333333333333333,金,883
78,0.3333333333333333,紅,762
78,0.3333333333333333,翠,741
78,0.3333333333333333,錦,713
78,0.3333333333333333,鴛,614
78,0.3333333333333333,玉,609
78,0.3333333333333333,花,523
78,0.3333333333333333,羅,486
78,0.3333333333333333,芙,456
78,0.3333333333333333,蓉,430
78,0.3333333333333333,繡,412
78,0.3333333333333333,雙,385
78,0.3333333333333333,鴦,374
78,0.3333333333333333,帳,374
78,0.3333333333333333,衣,287
78,0.3333333333333333,綺,284
78,0.3333333333333333,重,275
78,0.3333333333333333,珠,259
78,0.3333333333333333,碧,246
79,0.3333333333333333,相,1265
79,0.3333333333333333,一,923
79,0.3333333333333333,迢,681
79,0.3333333333333333,將,639
79,0.3333333333333333,時,619
79,0.3333333333333333,未,546
79,0.3333333333333333,已,529
79,0.3333333333333333,意,528
79,0.3333333333333333,行,524
79,0.3333333333333333,欲,520
79,0.3333333333333333,來,513
79,0.3333333333333333,第,508
79,0.3333333333333333,無,439
79,0.3333333333333333,次,380
79,0.3333333333333333,遞,330
79,0.3333333333333333,生,319
79,0.3333333333333333,復,312
79,0.3333333333333333,隨,301
79,0.3333333333333333,當,297
79,0.3333333333333333,逢,289
80,0.3333333333333333,石,1474
80,0.3333333333333333,峰,856
80,0.3333333333333333,山,838
80,0.3333333333333333,巖,802
80,0.3333333333333333,雲,621
80,0.3333333333333333,泉,535
80,0.3333333333333333,松,493
80,0.3333333333333333,崖,435
80,0.3333333333333333,壁,373
80,0.3333333333333333,壑,344
80,0.3333333333333333,絕,340
80,0.3333333333333333,猿,340
80,0.3333333333333333,翠,321
80,0.3333333333333333,谷,316
80,0.3333333333333333,幽,294
80,0.3333333333333333,危,290
80,0.3333333333333333,層,243
80,0.3333333333333333,千,237
80,0.3333333333333333,嶺,236
80,0.3333333333333333,瀑,228
81,0.3333333333333333,枝,944
81,0.3333333333333333,樹,828
81,0.3333333333333333,葉,752
81,0.3333333333333333,根,573
81,0.3333333333333333,木,467
81,0.3333333333333333,松,392
81,0.3333333333333333,陰,386
81,0.3333333333333333,成,376
81,0.3333333333333333,移,374
81,0.3333333333333333,青,345
81,0.3333333333333333,霜,317
81,0.3333333333333333,枯,306
81,0.3333333333333333,高,288
81,0.3333333333333333,地,266
81,0.3333333333333333,種,248
81,0.3333333333333333,草,233
81,0.3333333333333333,桂,222
81,0.3333333333333333,柏,214
81,0.3333333333333333,梁,211
81,0.3333333333333333,株,206
82,0.3333333333333333,西,985
82,0.3333333333333333,迷,877
82,0.3333333333333333,低,779
82,0.3333333333333333,齊,725
82,0.3333333333333333,啼,685
82,0.3333333333333333,溪,596
82,0.3333333333333333,泥,585
82,0.3333333333333333,棲,506
82,0.3333333333333333,雞,449
82,0.3333333333333333,鳥,387
82,0.3333333333333333,攜,361
82,0.3333333333333333,樹,350
82,0.3333333333333333,路,345
82,0.3333333333333333,雲,341
82,0.3333333333333333,月,307
82,0.3333333333333333,行,274
82,0.3333333333333333,聞,242
82,0.3333333333333333,淒,236
82,0.3333333333333333,欲,233
82,0.3333333333333333,梯,201
83,0.3333333333333333,水,1251
83,0.3333333333333333,清,1006
83,0.3333333333333333,流,834
83,0.3333333333333333,碧,660
83,0.3333333333333333,光,516
83,0.3333333333333333,空,468
83,0.3333333333333333,影,411
83,0.3333333333333333,澄,398
83,0.3333333333333333,雲,394
83,0.3333333333333333,石,388
83,0.3333333333333333,照,374
83,0.3333333333333333,片,349
83,0.3333333333333333,波,344
83,0.3333333333333333,色,315
83,0.3333333333333333,浮,314
83,0.3333333333333333,煙,312
83,0.3333333333333333,沈,274
83,0.3333333333333333,淨,261
83,0.3333333333333333,底,256
83,0.3333333333333333,潭,252
84,0.3333333333333333,門,1977
84,0.3333333333333333,昏,775
84,0.3333333333333333,言,722
84,0.3333333333333333,論,555
84,0.3333333333333333,尊,548
84,0.3333333333333333,喧,522
84,0.3333333333333333,翻,510
84,0.3333333333333333,存,476
84,0.3333333333333333,恩,438
84,0.3333333333333333,軒,405
84,0.3333333333333333,孫,386
84,0.3333333333333333,源,358
84,0.3333333333333333,村,341
84,0.3333333333333333,園,338
84,0.3333333333333333,魂,337
84,0.3333333333333333,根,332
84,0.3333333333333333,繁,317
84,0.3333333333333333,乾,281
84,0.3333333333333333,入,278
84,0.3333333333333333,黃,273
85,0.3333333333333333,柳,2538
85,0.3333333333333333,春,1820
85,0.3333333333333333,楊,1124
85,0.3333333333333333,風,920
85,0.3333333333333333,花,873
85,0.3333333333333333,垂,739
85,0.3333333333333333,折,635
85,0.3333333333333333,條,540
85,0.3333333333333333,枝,524
85,0.3333333333333333,絲,444
85,0.3333333333333333,拂,426
85,0.3333333333333333,綠,411
85,0.3333333333333333,橋,340
85,0.3333333333333333,堤,292
85,0.3333333333333333,攀,276
85,0.3333333333333333,吹,269
85,0.3333333333333333,褭,248
85,0.3333333333333333,輕,239
85,0.3333333333333333,嫋,232
85,0.3333333333333333,鶯,220
86,0.3333333333333333,苦,1087
86,0.3333333333333333,心,1061
86,0.3333333333333333,知,1001
86,0.3333333333333333,難,878
86,0.3333333333333333,自,778
86,0.3333333333333333,何,745
86,0.3333333333333333,無,716
86,0.3333333333333333,有,690
86,0.3333333333333333,生,672
86,0.3333333333333333,易,481
86,0.3333333333333333,得,433
86,0.3333333333333333,豈,405
86,0.3333333333333333,事,392
86,0.3333333333333333,未,379
86,0.3333333333333333,身,365
86,0.3333333333333333,辛,354
86,0.3333333333333333,在,328
86,0.3333333333333333,終,297
86,0.3333333333333333,力,264
86,0.3333333333333333,憂,248
87,0.3333333333333333,王,1178
87,0.3333333333333333,國,937
87,0.3333333333333333,吳,869
87,0.3333333333333333,宮,770
87,0.3333333333333333,西,679
87,0.3333333333333333,城,673
87,0.3333333333333333,漢,656
87,0.3333333333333333,秦,553
87,0.3333333333333333,楚,518
87,0.3333333333333333,上,486
87,0.3333333333333333,臺,472
87,0.3333333333333333,子,471
87,0.3333333333333333,風,460
87,0.3333333333333333,陵,422
87,0.3333333333333333,東,405
87,0.3333333333333333,水,398
87,0.3333333333333333,越,376
87,0.3333333333333333,帝,373
87,0.3333333333333333,長,348
87,0.3333333333333333,月,317
88,0.3333333333333333,舊,1896
88,0.3333333333333333,新,1487
88,0.3333333333333333,故,956
88,0.3333333333333333,依,952
88,0.3333333333333333,年,749
88,0.3333333333333333,在,747
88,0.3333333333333333,猶,637
88,0.3333333333333333,歸,465
88,0.3333333333333333,過,450
88,0.3333333333333333,經,436
88,0.3333333333333333,應,429
88,0.3333333333333333,憶,405
88,0.3333333333333333,園,396
88,0.3333333333333333,更,366
88,0.3333333333333333,客,335
88,0.3333333333333333,人,332
88,0.3333333333333333,去,302
88,0.3333333333333333,鄉,283
88,0.3333333333333333,處,282
88,0.3333333333333333,想,233
89,0.3333333333333333,簾,1015
89,0.3333333333333333,卷,575
89,0.3333333333333333,香,561
89,0.3333333333333333,窗,554
89,0.3333333333333333,樓,550
89,0.3333333333333333,雙,489
89,0.3333333333333333,珠,478
89,0.3333333333333333,燕,410
89,0.3333333333333333,玉,409
89,0.3333333333333333,畫,404
89,0.3333333333333333,堂,382
89,0.3333333333333333,飛,373
89,0.3333333333333333,倚,363
89,0.3333333333333333,花,342
89,0.3333333333333333,閣,328
89,0.3333333333333333,戶,322
89,0.3333333333333333,屏,316
89,0.3333333333333333,垂,314
89,0.3333333333333333,翠,280
89,0.3333333333333333,金,266
90,0.3333333333333333,衣,1671
90,0.3333333333333333,人,696
90,0.3333333333333333,歸,681
90,0.3333333333333333,未,645
90,0.3333333333333333,日,599
90,0.3333333333333333,盡,585
90,0.3333333333333333,著,556
90,0.3333333333333333,滿,531
90,0.3333333333333333,裳,522
90,0.3333333333333333,見,459
90,0.3333333333333333,淚,447
90,0.3333333333333333,白,445
90,0.3333333333333333,新,423
90,0.3333333333333333,還,374
90,0.3333333333333333,時,317
90,0.3333333333333333,塵,316
90,0.3333333333333333,卻,310
